trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
920,False,"{'a': 0.1, 'e': 0.6066154552208458}",20,0,-56.13714974590965,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
921,False,"{'a': 0.1, 'e': 0.6058201566434628}",20,7,-21.38492020848842,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
922,False,"{'a': 0.1, 'e': 0.6050242522459737}",30,19,-45.36317099133141,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
923,False,"{'a': 0.1, 'e': 0.6042277428242826}",25,9,1.4999636079133785,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
924,False,"{'a': 0.1, 'e': 0.6034306291748992}",25,11,21.998217413135908,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
925,False,"{'a': 0.1, 'e': 0.6026329120949367}",30,9,-30.069344906608457,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 1}",1
926,False,"{'a': 0.1, 'e': 0.6018345923821126}",20,8,-25.095511593463147,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
927,False,"{'a': 0.1, 'e': 0.6010356708347461}",25,17,-34.83257860169919,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
928,False,"{'a': 0.1, 'e': 0.6002361482517589}",20,5,-3.4983098890232616,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
929,False,"{'a': 0.1, 'e': 0.5994360254326734}",20,0,-153.22522693285867,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
930,False,"{'a': 0.1, 'e': 0.5986353031776124}",20,5,-112.39888968487432,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 3}",1
931,False,"{'a': 0.1, 'e': 0.5978339822872982}",20,0,-17.855792520848183,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
932,False,"{'a': 0.1, 'e': 0.5970320635630515}",20,0,-49.21040973600572,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
933,False,"{'a': 0.1, 'e': 0.596229547806791}",20,0,-100.12728279894709,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
934,False,"{'a': 0.1, 'e': 0.5954264358210324}",20,15,1.2550731606036913,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
935,False,"{'a': 0.1, 'e': 0.5946227284088875}",25,0,-7.657409553850229,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
936,False,"{'a': 0.1, 'e': 0.5938184263740639}",20,5,-33.69415617378201,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
937,False,"{'a': 0.1, 'e': 0.5930135305208633}",25,0,-119.30227330826374,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
938,False,"{'a': 0.1, 'e': 0.5922080416541816}",20,0,-25.829764197920277,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
939,False,"{'a': 0.1, 'e': 0.5914019605795077}",20,7,-26.744227722030402,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 0}",1
940,False,"{'a': 0.1, 'e': 0.5905952881029224}",20,0,-26.856416354454346,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",1
941,False,"{'a': 0.1, 'e': 0.5897880250310982}",25,0,-53.3653562589522,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
942,False,"{'a': 0.1, 'e': 0.5889801721712982}",20,11,-8.016017958263951,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
943,False,"{'a': 0.1, 'e': 0.588171730331375}",20,0,-11.698479898827582,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
944,False,"{'a': 0.1, 'e': 0.5873627003197706}",20,15,-15.904385271132382,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
945,False,"{'a': 0.1, 'e': 0.5865530829455147}",30,0,-149.6486461050443,"{0: 20, 1: 4, 2: 2, 3: 1, 4: 3}",0
946,False,"{'a': 0.1, 'e': 0.5857428790182249}",20,11,-24.48635903041251,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
947,False,"{'a': 0.1, 'e': 0.5849320893481047}",20,12,-16.670239631209007,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
948,False,"{'a': 0.1, 'e': 0.5841207147459441}",25,0,-59.30528906286783,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
949,False,"{'a': 0.1, 'e': 0.5833087560231173}",20,0,-3.2991917538262876,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
950,False,"{'a': 0.1, 'e': 0.582496213991583}",25,0,-68.04356633266525,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
951,False,"{'a': 0.1, 'e': 0.5816830894638835}",30,7,-67.16916556862172,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 1}",1
952,False,"{'a': 0.1, 'e': 0.5808693832531429}",20,6,-116.16101434161119,"{0: 7, 1: 1, 2: 4, 3: 0, 4: 2}",1
953,False,"{'a': 0.1, 'e': 0.5800550961730674}",20,0,-6.175083932962286,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
954,False,"{'a': 0.1, 'e': 0.579240229037944}",20,0,-75.76808129118155,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
955,False,"{'a': 0.1, 'e': 0.57842478266264}",20,6,-43.56790687602221,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
956,False,"{'a': 0.1, 'e': 0.5776087578626015}",20,0,-95.38701855660418,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
957,False,"{'a': 0.1, 'e': 0.5767921554538531}",25,0,-40.9790209433331,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 1}",0
958,False,"{'a': 0.1, 'e': 0.5759749762529975}",20,12,-4.201084115148927,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
959,False,"{'a': 0.1, 'e': 0.5751572210772136}",20,0,-44.68521851696548,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
960,False,"{'a': 0.1, 'e': 0.5743388907442566}",20,6,-110.98789040159602,"{0: 7, 1: 3, 2: 1, 3: 1, 4: 2}",1
961,False,"{'a': 0.1, 'e': 0.5735199860724567}",20,0,-3.5449985635635057,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
962,False,"{'a': 0.1, 'e': 0.5727005078807185}",20,0,-53.86068930830777,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
963,False,"{'a': 0.1, 'e': 0.5718804569885201}",20,0,-123.52496085754811,"{0: 10, 1: 3, 2: 2, 3: 5, 4: 0}",0
964,False,"{'a': 0.1, 'e': 0.5710598342159123}",20,8,12.11769573500899,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
965,False,"{'a': 0.1, 'e': 0.570238640383518}",20,7,11.947289778184365,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
966,False,"{'a': 0.1, 'e': 0.5694168763125309}",25,16,17.490245687412386,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
967,False,"{'a': 0.1, 'e': 0.5685945428247148}",20,4,-63.17687969314663,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 1}",1
968,False,"{'a': 0.1, 'e': 0.5677716407424033}",25,0,-70.4530402504646,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
969,False,"{'a': 0.1, 'e': 0.5669481708884984}",25,4,-27.661828012714437,"{0: 17, 1: 1, 2: 1, 3: 2, 4: 0}",1
970,False,"{'a': 0.1, 'e': 0.5661241340864698}",25,11,-87.60247315166208,"{0: 8, 1: 2, 2: 1, 3: 2, 4: 1}",1
971,False,"{'a': 0.1, 'e': 0.5652995311603544}",20,0,-1.8597250749325847,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
972,False,"{'a': 0.1, 'e': 0.5644743629347548}",20,0,-70.75619676339575,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
973,False,"{'a': 0.1, 'e': 0.5636486302348394}",30,14,9.143687065082082,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
974,False,"{'a': 0.1, 'e': 0.5628223338863407}",25,6,3.122844505188116,"{0: 15, 1: 4, 2: 0, 3: 0, 4: 0}",1
975,False,"{'a': 0.1, 'e': 0.561995474715555}",20,0,-100.23216008958292,"{0: 13, 1: 3, 2: 0, 3: 3, 4: 1}",1
976,False,"{'a': 0.1, 'e': 0.5611680535493414}",20,13,13.210052190309668,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
977,False,"{'a': 0.1, 'e': 0.5603400712151211}",20,2,-34.57979929883119,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
978,False,"{'a': 0.1, 'e': 0.5595115285408763}",20,13,-27.249662673788993,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
979,False,"{'a': 0.1, 'e': 0.5586824263551494}",25,0,-27.261620771636345,"{0: 18, 1: 5, 2: 2, 3: 0, 4: 0}",0
980,False,"{'a': 0.1, 'e': 0.5578527654870429}",30,13,-19.989856427949153,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
981,False,"{'a': 0.1, 'e': 0.5570225467662173}",25,19,1.824740023493106,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
982,False,"{'a': 0.1, 'e': 0.5561917710228914}",20,14,3.3696357627246396,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
983,False,"{'a': 0.1, 'e': 0.5553604390878408}",20,10,-28.140264540657167,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
984,False,"{'a': 0.1, 'e': 0.5545285517923974}",20,6,-24.480664794667806,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
985,False,"{'a': 0.1, 'e': 0.5536961099684484}",20,15,9.146216346886153,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
986,False,"{'a': 0.1, 'e': 0.5528631144484356}",20,0,-95.87506283094164,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
987,False,"{'a': 0.1, 'e': 0.5520295660653544}",20,5,-20.78010084091718,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 0}",1
988,False,"{'a': 0.1, 'e': 0.5511954656527531}",20,0,-172.20862533182918,"{0: 11, 1: 2, 2: 2, 3: 2, 4: 3}",0
989,False,"{'a': 0.1, 'e': 0.5503608140447321}",25,3,-26.420721061375104,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
990,False,"{'a': 0.1, 'e': 0.549525612075943}",20,7,-2.586677737920078,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
991,False,"{'a': 0.1, 'e': 0.5486898605815875}",25,0,-64.78813100449905,"{0: 18, 1: 4, 2: 1, 3: 1, 4: 1}",0
992,False,"{'a': 0.1, 'e': 0.5478535603974173}",30,7,-177.3617027614734,"{0: 15, 1: 0, 2: 2, 3: 3, 4: 3}",1
993,False,"{'a': 0.1, 'e': 0.5470167123597323}",25,8,-84.68870381356358,"{0: 9, 1: 3, 2: 4, 3: 0, 4: 1}",1
994,False,"{'a': 0.1, 'e': 0.5461793173053804}",20,0,-138.2949579264731,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 3}",0
995,False,"{'a': 0.1, 'e': 0.5453413760717568}",20,9,-2.4617195133835885,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
996,False,"{'a': 0.1, 'e': 0.5445028894968026}",20,15,10.359232911352866,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
997,False,"{'a': 0.1, 'e': 0.5436638584190042}",25,15,14.437114301095514,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
998,False,"{'a': 0.1, 'e': 0.5428242836773928}",20,0,-22.71735460034983,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
999,False,"{'a': 0.1, 'e': 0.5419841661115429}",20,10,-35.97103777326583,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 1}",1
1000,False,"{'a': 0.1, 'e': 0.5411435065615721}",20,12,-20.076749052446907,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
1001,False,"{'a': 0.1, 'e': 0.5403023058681397}",25,2,-37.738525286364904,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 1}",1
1002,False,"{'a': 0.1, 'e': 0.5394605648724464}",20,9,-71.77157001901605,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 2}",1
1003,False,"{'a': 0.1, 'e': 0.5386182844162335}",20,12,14.377330080564544,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1004,False,"{'a': 0.1, 'e': 0.5377754653417808}",25,0,-80.27343709882432,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
1005,False,"{'a': 0.1, 'e': 0.5369321084919078}",20,13,-31.263648764367638,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
1006,False,"{'a': 0.1, 'e': 0.5360882147099707}",30,0,-129.01487491824668,"{0: 23, 1: 1, 2: 2, 3: 1, 4: 3}",0
1007,False,"{'a': 0.1, 'e': 0.5352437848398639}",20,0,-102.11789605739351,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",1
1008,False,"{'a': 0.1, 'e': 0.5343988197260167}",20,16,7.407072798834326,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1009,False,"{'a': 0.1, 'e': 0.5335533202133944}",20,0,-57.63326091198981,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
1010,False,"{'a': 0.1, 'e': 0.5327072871474963}",25,0,-121.30793730267628,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
1011,False,"{'a': 0.1, 'e': 0.5318607213743555}",25,3,-34.58036697277876,"{0: 18, 1: 0, 2: 2, 3: 2, 4: 0}",1
1012,False,"{'a': 0.1, 'e': 0.5310136237405374}",25,11,-48.64707563434703,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
1013,False,"{'a': 0.1, 'e': 0.5301659950931401}",20,10,7.212180891942795,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1014,False,"{'a': 0.1, 'e': 0.5293178362797918}",20,7,-51.163918587605096,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 1}",1
1015,False,"{'a': 0.1, 'e': 0.5284691481486513}",25,1,-76.91548529366044,"{0: 16, 1: 4, 2: 2, 3: 1, 4: 1}",1
1016,False,"{'a': 0.1, 'e': 0.5276199315484067}",25,0,-41.043654374945476,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
1017,False,"{'a': 0.1, 'e': 0.5267701873282746}",20,9,12.524862811708886,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1018,False,"{'a': 0.1, 'e': 0.525919916337999}",25,0,-11.862466027979977,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",1
1019,False,"{'a': 0.1, 'e': 0.5250691194278508}",20,3,-29.784024212596044,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 0}",1
1020,False,"{'a': 0.1, 'e': 0.524217797448627}",25,14,-29.255136475918697,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
1021,False,"{'a': 0.1, 'e': 0.5233659512516495}",20,4,24.7038088375972,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1022,False,"{'a': 0.1, 'e': 0.5225135816887643}",20,0,-56.257280360536086,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",1
1023,False,"{'a': 0.1, 'e': 0.521660689612341}",20,0,-51.91506666066848,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
1024,False,"{'a': 0.1, 'e': 0.5208072758752714}",20,3,-6.177474245073625,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
1025,False,"{'a': 0.1, 'e': 0.5199533413309696}",25,17,-0.18864031723467578,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1026,False,"{'a': 0.1, 'e': 0.5190988868333698}",25,0,-31.017423071929958,"{0: 20, 1: 1, 2: 2, 3: 2, 4: 0}",0
1027,False,"{'a': 0.1, 'e': 0.5182439132369261}",20,11,-45.862928590100324,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
1028,False,"{'a': 0.1, 'e': 0.5173884213966127}",25,2,-14.345397016956023,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 0}",1
1029,False,"{'a': 0.1, 'e': 0.5165324121679207}",20,8,12.700383196514622,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1030,False,"{'a': 0.1, 'e': 0.5156758864068598}",20,10,-1.7530755503009108,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1031,False,"{'a': 0.1, 'e': 0.5148188449699553}",20,15,8.959128420113647,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1032,False,"{'a': 0.1, 'e': 0.513961288714249}",20,5,11.948959045633162,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1033,False,"{'a': 0.1, 'e': 0.5131032184972965}",20,0,-73.58494994339671,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
1034,False,"{'a': 0.1, 'e': 0.5122446351771685}",20,2,-45.72436729244156,"{0: 13, 1: 4, 2: 0, 3: 0, 4: 1}",1
1035,False,"{'a': 0.1, 'e': 0.5113855396124478}",20,14,-12.21017443997535,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
1036,False,"{'a': 0.1, 'e': 0.5105259326622302}",20,0,-63.55178718224729,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
1037,False,"{'a': 0.1, 'e': 0.5096658151861225}",20,8,-45.63150655805074,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
1038,False,"{'a': 0.1, 'e': 0.5088051880442421}",20,16,7.686551239534592,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1039,False,"{'a': 0.1, 'e': 0.507944052097216}",20,0,-50.763944127588715,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
1040,False,"{'a': 0.1, 'e': 0.5070824082061802}",20,6,-102.96252986587821,"{0: 10, 1: 0, 2: 0, 3: 2, 4: 2}",1
1041,False,"{'a': 0.1, 'e': 0.5062202572327784}",20,2,-4.911102058652681,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
1042,False,"{'a': 0.1, 'e': 0.5053576000391616}",20,12,10.490000086851973,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1043,False,"{'a': 0.1, 'e': 0.5044944374879867}",20,3,0.4833735211352348,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
1044,False,"{'a': 0.1, 'e': 0.5036307704424167}",30,16,-37.90032925554883,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
1045,False,"{'a': 0.1, 'e': 0.5027665997661179}",20,11,-3.9499857757223964,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
1046,False,"{'a': 0.1, 'e': 0.5019019263232615}",25,0,-46.934180358186424,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
1047,False,"{'a': 0.1, 'e': 0.5010367509785203}",20,7,3.170665670816315,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1048,False,"{'a': 0.1, 'e': 0.5001710745970701}",25,0,-91.95908874799936,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 2}",0
1049,False,"{'a': 0.1, 'e': 0.49930489804458683}",20,7,-89.78889767052962,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 2}",1
1050,False,"{'a': 0.1, 'e': 0.4984382221872473}",30,7,-33.20446759054941,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 1}",1
1051,False,"{'a': 0.1, 'e': 0.49757104789172696}",20,0,-44.663739173735806,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
1052,False,"{'a': 0.1, 'e': 0.49670337602520037}",20,0,-81.53671556606169,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
1053,False,"{'a': 0.1, 'e': 0.49583520745533893}",20,8,-42.731135432182064,"{0: 6, 1: 4, 2: 1, 3: 1, 4: 0}",1
1054,False,"{'a': 0.1, 'e': 0.4949665430503115}",20,2,-83.5072556261875,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 2}",1
1055,False,"{'a': 0.1, 'e': 0.4940973836787822}",20,10,-0.9402949906773765,"{0: 7, 1: 3, 2: 0, 3: 0, 4: 0}",1
1056,False,"{'a': 0.1, 'e': 0.4932277302099105}",20,2,-28.953692875110026,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 0}",1
1057,False,"{'a': 0.1, 'e': 0.4923575835133495}",20,8,8.289709087843116,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1058,False,"{'a': 0.1, 'e': 0.49148694445924623}",20,7,4.260987927842355,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
1059,False,"{'a': 0.1, 'e': 0.4906158139182393}",20,10,-8.177010310608512,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1060,False,"{'a': 0.1, 'e': 0.4897441927614595}",20,2,8.213331182133878,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
1061,False,"{'a': 0.1, 'e': 0.4888720818605275}",25,5,-5.116320160093503,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
1062,False,"{'a': 0.1, 'e': 0.4879994820875546}",25,0,-22.819709890997608,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
1063,False,"{'a': 0.1, 'e': 0.48712639431514015}",20,15,0.16969044651674547,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
1064,False,"{'a': 0.1, 'e': 0.4862528194163721}",25,8,2.909500837920538,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
1065,False,"{'a': 0.1, 'e': 0.485378758264825}",25,17,17.35065208509284,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1066,False,"{'a': 0.1, 'e': 0.48450421173456026}",25,15,-38.718347662656086,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
1067,False,"{'a': 0.1, 'e': 0.483629180700124}",25,11,-38.67975014626046,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
1068,False,"{'a': 0.1, 'e': 0.4827536660365475}",20,3,-52.07986483827307,"{0: 9, 1: 5, 2: 2, 3: 1, 4: 0}",1
1069,False,"{'a': 0.1, 'e': 0.481877668619345}",25,19,8.180987526734194,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1070,False,"{'a': 0.1, 'e': 0.48100118932451424}",25,16,-74.47927930679981,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 2}",1
1071,False,"{'a': 0.1, 'e': 0.4801242290285341}",20,0,-93.4009307539712,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",1
1072,False,"{'a': 0.1, 'e': 0.47924678860836506}",25,12,-99.68530724098869,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 2}",1
1073,False,"{'a': 0.1, 'e': 0.47836886894144715}",20,0,-0.9797105111337863,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1074,False,"{'a': 0.1, 'e': 0.4774904709057004}",25,0,-142.6047124173686,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 4}",0
1075,False,"{'a': 0.1, 'e': 0.47661159537952236}",25,0,-133.31025758963722,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
1076,False,"{'a': 0.1, 'e': 0.4757322432417888}",25,8,-49.99407453358271,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
1077,False,"{'a': 0.1, 'e': 0.47485241537185147}",20,2,-137.1246464107158,"{0: 9, 1: 3, 2: 3, 3: 1, 4: 2}",1
1078,False,"{'a': 0.1, 'e': 0.4739721126495385}",25,12,-2.305644591254497,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
1079,False,"{'a': 0.1, 'e': 0.47309133595515224}",30,12,-51.61381664322504,"{0: 13, 1: 3, 2: 0, 3: 1, 4: 1}",1
1080,False,"{'a': 0.1, 'e': 0.4722100861694696}",20,10,-52.609953495491666,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
1081,False,"{'a': 0.1, 'e': 0.47132836417373997}",20,4,-39.844650172477884,"{0: 13, 1: 0, 2: 0, 3: 3, 4: 0}",1
1082,False,"{'a': 0.1, 'e': 0.47044617084968565}",25,9,23.49462111039912,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1083,False,"{'a': 0.1, 'e': 0.46956350707949945}",20,0,-13.794388536165782,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
1084,False,"{'a': 0.1, 'e': 0.4686803737458455}",25,17,-9.097581401175011,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1085,False,"{'a': 0.1, 'e': 0.4677967717318567}",25,11,-12.037245007455128,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
1086,False,"{'a': 0.1, 'e': 0.4669127019211353}",25,6,-1.1297112271766383,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
1087,False,"{'a': 0.1, 'e': 0.46602816519775075}",20,2,-64.19555191124704,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 1}",1
1088,False,"{'a': 0.1, 'e': 0.46514316244624}",25,14,-31.2995062543625,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 0}",1
1089,False,"{'a': 0.1, 'e': 0.46425769455160537}",20,2,-2.6564776392479725,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
1090,False,"{'a': 0.1, 'e': 0.4633717623993151}",20,7,8.080594332006829,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1091,False,"{'a': 0.1, 'e': 0.4624853668753008}",25,7,-75.32503161838909,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 1}",1
1092,False,"{'a': 0.1, 'e': 0.4615985088659584}",20,14,-1.380035674743306,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1093,False,"{'a': 0.1, 'e': 0.46071118925814536}",20,11,-10.389890684422356,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
1094,False,"{'a': 0.1, 'e': 0.4598234089391817}",30,0,-38.17071613121478,"{0: 23, 1: 4, 2: 1, 3: 2, 4: 0}",0
1095,False,"{'a': 0.1, 'e': 0.4589351687968472}",20,5,-2.988465921419448,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
1096,False,"{'a': 0.1, 'e': 0.45804646971938234}",25,11,14.078294084580325,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1097,False,"{'a': 0.1, 'e': 0.45715731259548575}",20,9,-62.75502673085024,"{0: 5, 1: 2, 2: 2, 3: 2, 4: 0}",1
1098,False,"{'a': 0.1, 'e': 0.45626769831431485}",20,9,-41.94915705816358,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
1099,False,"{'a': 0.1, 'e': 0.45537762776548346}",25,13,-33.082576879207096,"{0: 8, 1: 2, 2: 0, 3: 2, 4: 0}",1
1100,False,"{'a': 0.1, 'e': 0.4544871018390625}",25,0,-17.560589462107753,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
1101,False,"{'a': 0.1, 'e': 0.4535961214255773}",20,6,-2.8550428043867644,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
